filename	onset	offset	event_labels	modality
AErPqu3A5SI_250_260	0,2,4,2,6	1,3,6,3,10	Dog,Dog,Dog,Speech,Speech	audio
AErPqu3A5SI_250_260	0	6	Dog	visual
AFVmMICLE8I_30_40	1,5,9,0,4,7	3,7,10,1,5,9	Acoustic_guitar,Acoustic_guitar,Acoustic_guitar,Speech,Speech,Speech	audio
AFVmMICLE8I_30_40	0	10	Acoustic_guitar	visual
AFfPFQi8YLQ_30_40	0,0,5	10,10,10	Cello,Violin_fiddle,Speech	audio
AFfPFQi8YLQ_30_40	0,0,9	6,6,10	Cello,Violin_fiddle,Speech	visual
AGdT1gXPouk_200_210	0,0	4,2	Frying_(food),Speech	audio
AGdT1gXPouk_200_210	0	4	Frying_(food)	visual
AHyGaSlJ7UE_10_20	0,5	1,10	Speech,Violin_fiddle	audio
AHyGaSlJ7UE_10_20	0,0	1,1	Violin_fiddle,Speech	visual
AIN9E2dwVtg_30_40	9	10	Speech	audio
AIN9E2dwVtg_30_40	9	10	Speech	visual
AI_noyuz1eg_30_40	0	10	Violin_fiddle	audio
AI_noyuz1eg_30_40	0	10	Violin_fiddle	visual
AK9paigQCcA_70_80	3,6,0	4,8,10	Baby_laughter,Baby_laughter,Speech	audio
AK9paigQCcA_70_80	0	10	Baby_laughter	visual
AMVvfK6Px8Y_280_290	0	10	Violin_fiddle	audio
AMVvfK6Px8Y_280_290	0	10	Violin_fiddle	visual
AMhSn6vfmyg_30_40	0,6	10,10	Acoustic_guitar,Singing	audio
AMhSn6vfmyg_30_40	0,6	10,10	Acoustic_guitar,Singing	visual
ANN4OCM_LAU_60_70	0,1	4,10	Speech,Dog	audio
ANN4OCM_LAU_60_70	0	10	Cat	visual
ANNIeZ6xhmM_30_40	0,0,0,5	10,10,6,9	Cheering,Clapping,Singing,Speech	audio
ANNIeZ6xhmM_30_40	0,0	10,10	Cheering,Clapping	visual
ANj-8zDd_ds_60_70	0	10	Singing	audio
ANj-8zDd_ds_60_70	0	10	Singing	visual
AO15xf8M-N0_20_30	0,0,8	10,3,10	Dog,Speech,Speech	audio
AO15xf8M-N0_20_30	0	10	Dog	visual
AOoF-NIAFbQ_30_40	0,0	10,3	Speech,Acoustic_guitar	audio
AOoF-NIAFbQ_30_40	0,0	10,7	Acoustic_guitar,Speech	visual
AQh9Zek1q8k_170_180	0	10	Helicopter	audio
AQh9Zek1q8k_170_180	0	10	Helicopter	visual
AQpmpzgr6cI_220_230	0,3	3,10	Fire_alarm,Speech	audio
AQpmpzgr6cI_220_230	3	10	Fire_alarm	visual
ARWLYqQDb6w_440_450	0,5,8,0	3,7,10,8	Speech,Speech,Speech,Blender	audio
ARWLYqQDb6w_440_450	0,5,8,0	3,7,10,10	Speech,Speech,Speech,Blender	visual
ARZ9kIq_bhk_90_100	1,0	10,10	Clapping,Singing	audio
ARZ9kIq_bhk_90_100	0,8	10,9	Singing,Clapping	visual
ARZFi1PaUko_30_40	0,5	5,10	Lawn_mower,Speech	audio
ARZFi1PaUko_30_40	0	10	Lawn_mower	visual
ARgsWq_PBQo_40_50	0,6,8,3,6,9	5,7,9,4,8,10	Dog,Dog,Dog,Speech,Speech,Speech	audio
ARgsWq_PBQo_40_50	0	10	Dog	visual
ARlOo2FqCfA_6_16	4,6	5,7	Chicken_rooster,Chicken_rooster	audio
ARlOo2FqCfA_6_16	0	10	Chicken_rooster	visual
ATecKAA7Ydc_130_140	0,6,8	3,7,10	Chicken_rooster,Chicken_rooster,Chicken_rooster	audio
ATecKAA7Ydc_130_140	0	10	Chicken_rooster	visual
AUuZYQpKvPE_80_90	0	10	Baby_laughter	audio
AUuZYQpKvPE_80_90	0	10	Baby_laughter	visual
AV-l8lEdUvI_30_40	0,0,9	10,4,10	Chicken_rooster,Speech,Speech	audio
AV-l8lEdUvI_30_40	0	10	Chicken_rooster	visual
AVasy709Ofg_250_260	0,6	10,10	Singing,Speech	audio
AVasy709Ofg_250_260	0	10	Singing	visual
AXrILCCk2Dw_130_140	0,0,3,6	10,1,5,9	Violin_fiddle,Cello,Cello,Cello	audio
AXrILCCk2Dw_130_140	0,0	10,10	Violin_fiddle,Cello	visual
AYm8GkIxGGM_30_40	1,0,5	2,4,10	Acoustic_guitar,Speech,Speech	audio
AYm8GkIxGGM_30_40	0,9	4,10	Acoustic_guitar,Acoustic_guitar	visual
AZ7oIykkOAw_22_32	1,5,7,0,5	4,6,8,1,7	Cat,Cat,Cat,Speech,Speech	audio
AZ7oIykkOAw_22_32	0	10	Cat	visual
A_ehwKZ-sBc_0_10	0,4,6,9,2,5	3,5,7,10,4,9	Speech,Speech,Speech,Speech,Dog,Dog	audio
A_ehwKZ-sBc_0_10	0	10	Dog	visual
A_rpqF8NTh8_40_50	0	10	Singing	audio
A_rpqF8NTh8_40_50	0	10	Singing	visual
Abp44StqNzo_100_110	6,0	10,6	Vacuum_cleaner,Speech	audio
Abp44StqNzo_100_110	0,0	10,6	Vacuum_cleaner,Speech	visual
AbuQw1DeRnQ_30_40	0	10	Lawn_mower	audio
AbuQw1DeRnQ_30_40	0	10	Lawn_mower	visual
Ad0rGygHe4g_170_180	0,3,8	10,4,9	Fire_alarm,Speech,Speech	audio
Ad0rGygHe4g_170_180	0,6	4,10	Fire_alarm,Fire_alarm	visual
Ad4ze1PME68_20_30	0,1	10,8	Baby_laughter,Speech	audio
Ad4ze1PME68_20_30	0	10	Baby_laughter	visual
AdW3WsQy7QY_170_180	0	10	Fire_alarm	audio
AdW3WsQy7QY_170_180	0	10	Fire_alarm	visual
Ae6pZjdGfRY_30_40	0,6,2	2,10,6	Chainsaw,Chainsaw,Speech	audio
Ae6pZjdGfRY_30_40	0	10	Chainsaw	visual
AfBK1v5Llss_8_18	0,0	10,10	Violin_fiddle,Speech	audio
AfBK1v5Llss_8_18	0	10	Violin_fiddle	visual
AgNLukhkI9A_40_50	0,8	10,10	Acoustic_guitar,Cheering	audio
AgNLukhkI9A_40_50	0	10	Acoustic_guitar	visual
AgZ7oCbWXhE_100_110	3,7	8,10	Motorcycle,Speech	audio
AgZ7oCbWXhE_100_110	0	10	Motorcycle	visual
AiWLZmYCQzM_450_460	0,0	10,10	Violin_fiddle,Cello	audio
AiWLZmYCQzM_450_460	0,9,0	7,10,10	Cello,Cello,Violin_fiddle	visual
AjZ1Yaz-540_28_38	0	10	Chainsaw	audio
AjZ1Yaz-540_28_38	0	10	Chainsaw	visual
AjxSwEBhzmw_120_130	0,0,0	10,10,10	Acoustic_guitar,Singing,Speech	audio
AjxSwEBhzmw_120_130	0,0	10,10	Acoustic_guitar,Singing	visual
Ak8WWYhJgJg_560_570	0,0	10,10	Speech,Motorcycle	audio
Ak8WWYhJgJg_560_570	0	7	Motorcycle	visual
AkAfFL5Q4QA_30_40	0,0	10,3	Acoustic_guitar,Speech	audio
AkAfFL5Q4QA_30_40	0	10	Acoustic_guitar	visual
AlKo6BKs6ec_190_200	0,2	1,6	Chicken_rooster,Chicken_rooster	audio
AlKo6BKs6ec_190_200	0	10	Chicken_rooster	visual
AmsZlVPWqGw_460_470	1	10	Helicopter	audio
AmsZlVPWqGw_460_470	7	10	Helicopter	visual
An2wy6lxaVQ_290_300	0	10	Singing	audio
An2wy6lxaVQ_290_300	0	10	Singing	visual
ApkOh15yKcg_80_90	1,2,5	2,3,6	Dog,Speech,Speech	audio
ApkOh15yKcg_80_90	0	10	Dog	visual
Ar7FCio0__8_3_13	5,2	6,3	Speech,Chicken_rooster	audio
Ar7FCio0__8_3_13	0	10	Chicken_rooster	visual
ArVDnCbQ6mU_30_40	0,0,3	10,1,10	Helicopter,Speech,Speech	audio
ArVDnCbQ6mU_30_40	0	10	Helicopter	visual
ArfpBVgOf3o_300_310	3	10	Fire_alarm	audio
ArfpBVgOf3o_300_310	1	10	Fire_alarm	visual
AsY6Bqnp8I0_590_600	0,0	10,2	Motorcycle,Speech	audio
AsY6Bqnp8I0_590_600	0,0	10,10	Motorcycle,Car	visual
AtYmhWV2bAw_30_40	1,0,5,7	5,4,6,10	Helicopter,Speech,Speech,Speech	audio
AtYmhWV2bAw_30_40	1	4	Helicopter	visual
AuM1rU__KQA_360_370	0	10	Blender	audio
AuM1rU__KQA_360_370	0	10	Blender	visual
Aulv3ps28cw_110_120	0,3,9,1,5	1,8,10,4,10	Acoustic_guitar,Acoustic_guitar,Acoustic_guitar,Speech,Speech	audio
Aulv3ps28cw_110_120	0	10	Acoustic_guitar	visual
AuriFQYfJbY_30_40	5,0,4	10,4,10	Violin_fiddle,Speech,Singing	audio
AuriFQYfJbY_30_40	0,4	4,10	Speech,Singing	visual
AuxLUHyzMoQ_30_40	1,0	4,10	Dog,Speech	audio
AuxLUHyzMoQ_30_40	0	10	Dog	visual
AwHupnbzjOU_10_20	0,1	10,3	Motorcycle,Speech	audio
AwHupnbzjOU_10_20	0,5,7	10,6,10	Motorcycle,Car,Car	visual
AwZvBmQ6a48_50_60	0	10	Cello	audio
AwZvBmQ6a48_50_60	0	10	Cello	visual
AxvN5SDWZ74_30_40	6,1	10,6	Clapping,Speech	audio
AxvN5SDWZ74_30_40	6	10	Clapping	visual
AyZOG94lAXc_10_20	0,7,0,7	3,10,6,8	Dog,Dog,Speech,Speech	audio
AyZOG94lAXc_10_20	0	10	Dog	visual
AyccjmQs19I_30_40	0	10	Violin_fiddle	audio
AyccjmQs19I_30_40	0	10	Violin_fiddle	visual
B3yC2M_tgHQ_30_40	0,5	10,8	Lawn_mower,Speech	audio
B3yC2M_tgHQ_30_40	0,5	10,8	Lawn_mower,Speech	visual
B40LYUDQXsI_220_230	2,0	10,2	Blender,Speech	audio
B40LYUDQXsI_220_230	0	10	Blender	visual
B47e2vDCzgI_50_60	0,0	10,10	Cello,Violin_fiddle	audio
B47e2vDCzgI_50_60	0,0	10,10	Cello,Violin_fiddle	visual
B4FiW4xiK0Q_30_40	0,3	3,10	Speech,Acoustic_guitar	audio
B4FiW4xiK0Q_30_40	0,0	10,3	Acoustic_guitar,Speech	visual
B4Q6N08yhp8_80_90	7,2,8	10,4,10	Vacuum_cleaner,Speech,Speech	audio
B4Q6N08yhp8_80_90	0,2,8	10,4,9	Vacuum_cleaner,Speech,Speech	visual
B4Qzd6WRiZk_120_130	0,1	10,10	Banjo,Singing	audio
B4Qzd6WRiZk_120_130	0,1	10,10	Banjo,Singing	visual
B4emRH8vbWQ_10_20	0,8,2,9	3,10,8,10	Helicopter,Helicopter,Speech,Speech	audio
B4emRH8vbWQ_10_20	0	10	Helicopter	visual
B52GT8H-Xh8_70_80	0	10	Speech	audio
B52GT8H-Xh8_70_80	6,3,6	8,5,8	Vacuum_cleaner,Speech,Speech	visual
B5WupLl29jI_40_50	0,2,6	2,4,8	Cat,Speech,Speech	audio
B5WupLl29jI_40_50	0	8	Cat	visual
B5vchK8zBNY_100_110	0	2	Speech	audio
B5vchK8zBNY_100_110	0	10	Dog	visual
B6KL-BlnzAA_30_40	1,9	8,10	Speech,Speech	audio
B6KL-BlnzAA_30_40	3,6	5,10	Dog,Dog	visual
B6qzrmrFOms_100_110	5,0	10,10	Singing,Speech	audio
B6qzrmrFOms_100_110	5	10	Singing	visual
B8CXFCBwBxs_540_550	0,0,6	10,1,10	Vacuum_cleaner,Speech,Speech	audio
B8CXFCBwBxs_540_550	0	10	Vacuum_cleaner	visual
BALWO0KXoYU_40_50	0,0,7	8,4,8	Clapping,Singing,Speech	audio
BALWO0KXoYU_40_50	0	8	Clapping	visual
BAYF00tB5mA_0_10	0,4,7	5,10,10	Baby_laughter,Vacuum_cleaner,Speech	audio
BAYF00tB5mA_0_10	0	5	Baby_laughter	visual
BCfEC6kZ1KQ_180_190	0,0,0,9	10,10,7,10	Cello,Violin_fiddle,Acoustic_guitar,Acoustic_guitar	audio
BCfEC6kZ1KQ_180_190	0,0,0	10,10,10	Cello,Acoustic_guitar,Violin_fiddle	visual
BE4v9ixDwmA_30_40	0,7,3,8	2,8,7,10	Speech,Speech,Acoustic_guitar,Acoustic_guitar	audio
BE4v9ixDwmA_30_40	0	10	Acoustic_guitar	visual
BGfHJ80IBA8_30_40	0	10	Helicopter	audio
BGfHJ80IBA8_30_40	0	10	Helicopter	visual
BGoSFqLfyvI_40_50	0,0,3,9	9,1,4,10	Cat,Speech,Speech,Speech	audio
BGoSFqLfyvI_40_50	0	10	Cat	visual
BH5P3f60ikk_30_40	2,6,8,4,8	4,7,10,7,10	Speech,Speech,Speech,Dog,Dog	audio
BH5P3f60ikk_30_40	0	10	Dog	visual
BHLdOTsouJw_30_40	0,7	8,10	Speech,Banjo	audio
BHLdOTsouJw_30_40	0,0	10,8	Banjo,Speech	visual
BIhNX3EiXBk_140_150	2,0,5	5,3,6	Dog,Speech,Speech	audio
BIhNX3EiXBk_140_150	0	10	Dog	visual
BIoHN1ABoQE_90_100	0,8,4	6,10,8	Singing,Singing,Speech	audio
BIoHN1ABoQE_90_100	0,8	6,10	Singing,Singing	visual
BJQf1e61WlQ_30_40	1,4,0	3,10,3	Speech,Speech,Violin_fiddle	audio
BJQf1e61WlQ_30_40	0,1,4	10,3,10	Violin_fiddle,Speech,Speech	visual
BJZ5U4bXsd8_7_17	0,4,7,0	1,5,8,3	Dog,Dog,Dog,Speech	audio
BJZ5U4bXsd8_7_17	0	9	Dog	visual
BLi6DZmr_fU_30_40	1,0,5,9	10,1,7,10	Dog,Speech,Speech,Speech	audio
BLi6DZmr_fU_30_40	0	10	Dog	visual
BMmI8Z-L_iY_80_90	0,5,0	1,9,8	Dog,Dog,Speech	audio
BMmI8Z-L_iY_80_90	0	9	Dog	visual
BNNXdQqlTos_30_40	0,4	3,10	Cello,Singing	audio
BNNXdQqlTos_30_40	0	10	Cello	visual
BNiU6AKQTCs_140_150	0,7	10,10	Motorcycle,Speech	audio
BNiU6AKQTCs_140_150	0	10	Motorcycle	visual
BO7DUflFfIc_30_40	6,5	8,7	Cat,Speech	audio
BO7DUflFfIc_30_40	0,5	2,10	Cat,Cat	visual
BP4Z8KmDLHw_25_35	0,0,8	10,7,9	Chicken_rooster,Speech,Speech	audio
BP4Z8KmDLHw_25_35	0	10	Chicken_rooster	visual
BQmyfqCv4bc_40_50	0,6,0,8	3,9,7,10	Speech,Speech,Acoustic_guitar,Acoustic_guitar	audio
BQmyfqCv4bc_40_50	0,6,0	3,9,10	Speech,Speech,Acoustic_guitar	visual
BRqkaSCAh3E_30_40	0,6,9	3,7,10	Lawn_mower,Speech,Speech	audio
BRqkaSCAh3E_30_40	0,9	10,10	Lawn_mower,Speech	visual
BRtGk2YmdJ0_20_30	3,0,9	10,7,10	Baby_laughter,Speech,Speech	audio
BRtGk2YmdJ0_20_30	3	10	Baby_laughter	visual
BSaCSGuS8_8_200_210	0,8	10,10	Motorcycle,Speech	audio
BSaCSGuS8_8_200_210	0,8	7,10	Motorcycle,Motorcycle	visual
BSuuvLgxclA_30_40	0	10	Chicken_rooster	audio
BSuuvLgxclA_30_40	0	10	Chicken_rooster	visual
BTrSKQ9EI4o_0_10	3	10	Acoustic_guitar	audio
BTrSKQ9EI4o_0_10	0	10	Acoustic_guitar	visual
BUq7YBMxHc4_30_40	5,0,8	6,7,10	Dog,Speech,Speech	audio
BUq7YBMxHc4_30_40	0	10	Dog	visual
BVkRX4CLEpc_30_40	0	10	Violin_fiddle	audio
BVkRX4CLEpc_30_40	0	10	Car	visual
BXRksBkw2vw_30_40	0	10	Chicken_rooster	audio
BXRksBkw2vw_30_40	0	10	Chicken_rooster	visual
BXVhuHTAels_100_110	4,0	10,4	Acoustic_guitar,Speech	audio
BXVhuHTAels_100_110	0,0	4,10	Speech,Acoustic_guitar	visual
BX_0KPEn9iE_30_40	0,0	10,10	Cello,Violin_fiddle	audio
BX_0KPEn9iE_30_40	0,0	10,10	Cello,Violin_fiddle	visual
BYEYNxKvij4_70_80	0,6,0,6,0,0,6	4,10,4,10,10,4,10	Singing,Singing,Singing,Singing,Cello,Acoustic_guitar,Acoustic_guitar	audio
BYEYNxKvij4_70_80	0,6,0,0	4,10,10,10	Singing,Singing,Cello,Acoustic_guitar	visual
BZCgbtdNH6Q_30_40	0	10	Chainsaw	audio
BZCgbtdNH6Q_30_40	0	10	Chainsaw	visual
B_xS6aJj_Jc_30_40	0,0	10,10	Cheering,Speech	audio
B_xS6aJj_Jc_30_40	0	10	Cheering	visual
BaUfQOf2U6w_110_120	0,7	7,10	Acoustic_guitar,Speech	audio
BaUfQOf2U6w_110_120	0	10	Acoustic_guitar	visual
Ba_VHuQu4ec_50_60	0,0,9	10,1,10	Motorcycle,Speech,Speech	audio
Ba_VHuQu4ec_50_60	0,9	10,10	Motorcycle,Speech	visual
BafIZkvv6SE_30_40	0,4,8,0,1	3,7,10,10,10	Singing,Singing,Singing,Acoustic_guitar,Speech	audio
BafIZkvv6SE_30_40	0,0,8	10,3,10	Acoustic_guitar,Singing,Singing	visual
Baue01N86wE_10_20	5,1,3,9	7,1,6,10	Speech,Dog,Dog,Dog	audio
Baue01N86wE_10_20	0,0	10,1	Dog,Basketball_bounce	visual
BbB_Gks17K0_50_60	0,2,6,9	1,5,9,10	Fire_alarm,Fire_alarm,Fire_alarm,Speech	audio
BbB_Gks17K0_50_60	0	10	Fire_alarm	visual
BbDf0ZKc4zA_30_40	2,4,8	3,7,10	Speech,Dog,Dog	audio
BbDf0ZKc4zA_30_40	0	10	Dog	visual
BbiDC4kHcpY_0_10	2,1	10,2	Violin_fiddle,Speech	audio
BbiDC4kHcpY_0_10	0,0	10,10	Cello,Violin_fiddle	visual
Bd2nhNf9Tp8_240_250	0	10	Vacuum_cleaner	audio
Bd2nhNf9Tp8_240_250	0	10	Vacuum_cleaner	visual
BjOWvamMDTw_190_200	0,3,9	10,5,10	Motorcycle,Speech,Speech	audio
BjOWvamMDTw_190_200	0,3	10,5	Motorcycle,Speech	visual
BjgpmR-jg6o_30_40	0,3,0,3	2,10,1,10	Helicopter,Helicopter,Speech,Speech	audio
BjgpmR-jg6o_30_40	0	10	Helicopter	visual
BkUdwj5JR0Q_20_30	0,2	10,7	Speech,Blender	audio
BkUdwj5JR0Q_20_30	0,3	10,10	Speech,Blender	visual
BkuBZMpG9XU_120_130	0,2,7	10,4,9	Singing,Speech,Speech	audio
BkuBZMpG9XU_120_130	0	10	Singing	visual
BlU3CyIZN44_26_36	0,3	2,5	Baby_cry_infant_cry,Baby_cry_infant_cry	audio
BlU3CyIZN44_26_36	0,3	2,5	Baby_cry_infant_cry,Baby_cry_infant_cry	visual
Bo8UOutX7mQ_170_180	0	10	Violin_fiddle	audio
Bo8UOutX7mQ_170_180	0	10	Violin_fiddle	visual
BoQbqWnU4c0_70_80	0	10	Vacuum_cleaner	audio
BoQbqWnU4c0_70_80	0	10	Vacuum_cleaner	visual
BrH-NJpiTOo_90_100	1,3,2	2,9,5	Chicken_rooster,Chicken_rooster,Speech	audio
BrH-NJpiTOo_90_100	0	10	Chicken_rooster	visual
BtjZjdUqzvY_4_14	0	9	Chainsaw	audio
BtjZjdUqzvY_4_14	0	9	Chainsaw	visual
BuQ4ojGRBSw_0_10	0	1	Speech	audio
BuQ4ojGRBSw_0_10	0	10	Dog	visual
BugTqeLnqBY_80_90	3,0	10,10	Speech,Cheering	audio
BugTqeLnqBY_80_90	3	9	Speech	visual
Bv9bfnPW_8c_30_40	0	10	Baby_cry_infant_cry	audio
Bv9bfnPW_8c_30_40	0	10	Baby_cry_infant_cry	visual
Bvp91I4IJok_30_40	0,8	8,10	Acoustic_guitar,Speech	audio
Bvp91I4IJok_30_40	0	10	Acoustic_guitar	visual
BxU73eU3dEg_0_10	0,3	10,8	Motorcycle,Speech	audio
BxU73eU3dEg_0_10	0	10	Motorcycle	visual
BxYEvbG7V_A_280_290	0,7	4,10	Speech,Frying_(food)	audio
BxYEvbG7V_A_280_290	0	10	Frying_(food)	visual
BxgvBWlycvs_30_40	1,3	10,6	Violin_fiddle,Cheering	audio
BxgvBWlycvs_30_40	0	10	Violin_fiddle	visual
Byy_qXehUG4_170_180	0	10	Singing	audio
Byy_qXehUG4_170_180	0	10	Singing	visual
BzwjKmH0J-o_130_140	0	10	Singing	audio
BzwjKmH0J-o_130_140	0	10	Singing	visual
C-4Ac8IQMf0_30_40	0,0,6	10,5,10	Cello,Violin_fiddle,Violin_fiddle	audio
C-4Ac8IQMf0_30_40	0,0	10,10	Cello,Violin_fiddle	visual
C-uNumeNFu4_30_40	0	10	Chainsaw	audio
C-uNumeNFu4_30_40	0	10	Chainsaw	visual
C0_NDX7DVd8_30_40	0,0	1,10	Chicken_rooster,Speech	audio
C0_NDX7DVd8_30_40	0	10	Speech	visual
C1Gy-TCPU1k_30_40	0	10	Helicopter	audio
C1Gy-TCPU1k_30_40	0	10	Helicopter	visual
C1fKe7KDd3g_30_40	0,0	10,10	Cello,Violin_fiddle	audio
C1fKe7KDd3g_30_40	0	10	Cello	visual
C3_feVp95Vo_150_160	0,1	10,9	Clapping,Singing	audio
C3_feVp95Vo_150_160	0,0,1	10,10,9	Acoustic_guitar,Clapping,Singing	visual
C3c2gejSvtk_30_40	1,0,2,5	10,1,4,10	Acoustic_guitar,Speech,Speech,Speech	audio
C3c2gejSvtk_30_40	0	10	Acoustic_guitar	visual
C3qZuY0JRXY_40_50	2,0,3,8	7,2,7,10	Fire_alarm,Speech,Speech,Speech	audio
C3qZuY0JRXY_40_50	2	9	Fire_alarm	visual
C4WOpcGQfqU_50_60	0,2,1,9	1,9,3,10	Violin_fiddle,Violin_fiddle,Speech,Speech	audio
C4WOpcGQfqU_50_60	0	10	Violin_fiddle	visual
C59ePDyEDbU_30_40	0,0	10,10	Clapping,Singing	audio
C59ePDyEDbU_30_40	0,0	10,10	Clapping,Singing	visual
C60iaPPFLBw_30_40	0,0	1,10	Speech,Lawn_mower	audio
C60iaPPFLBw_30_40	0	10	Lawn_mower	visual
C61p3UzHJlc_60_70	0	10	Frying_(food)	audio
C61p3UzHJlc_60_70	0	10	Frying_(food)	visual
C6G6Clcqhvs_170_180	0	10	Blender	audio
C6G6Clcqhvs_170_180	0	10	Blender	visual
C6fYcT9_0Yg_100_110	0,0,7	10,2,9	Motorcycle,Car,Car	audio
C6fYcT9_0Yg_100_110	0,0	10,10	Motorcycle,Car	visual
C7RVL4aRnaM_7_17	0,2,6	10,4,10	Motorcycle,Speech,Speech	audio
C7RVL4aRnaM_7_17	0	10	Motorcycle	visual
C9dQ03e94ig_30_40	0	10	Motorcycle	audio
C9dQ03e94ig_30_40	0	10	Motorcycle	visual
CBAdaQsnfmQ_60_70	0,0,0	10,10,10	Singing,Banjo,Acoustic_guitar	audio
CBAdaQsnfmQ_60_70	0,0,0	10,10,10	Singing,Banjo,Acoustic_guitar	visual
CBJX4okej6c_20_30	0,2,9,1,5	1,8,10,2,8	Dog,Dog,Dog,Speech,Speech	audio
CBJX4okej6c_20_30	0	10	Dog	visual
CBw20AYBM80_40_50	0	10	Chainsaw	audio
CBw20AYBM80_40_50	0	7	Chainsaw	visual
CC0gtb7i0hU_40_50	0,2	10,9	Acoustic_guitar,Speech	audio
CC0gtb7i0hU_40_50	0	10	Acoustic_guitar	visual
CDEInOD9GH0_20_30	0	10	Helicopter	audio
CDEInOD9GH0_20_30	0	4	Helicopter	visual
CDPXjPKsRMc_50_60	0,7,0,2	3,10,1,8	Speech,Speech,Dog,Dog	audio
CDPXjPKsRMc_50_60	0,0,7	10,3,10	Dog,Speech,Speech	visual
CDqI8ZkG7jo_0_10	1,3	2,9	Chicken_rooster,Chicken_rooster	audio
CDqI8ZkG7jo_0_10	0	10	Chicken_rooster	visual
CEFdqhSm4rk_10_20	0	6	Fire_alarm	audio
CEFdqhSm4rk_10_20	0	9	Fire_alarm	visual
CEtiON3_5yA_530_540	0,7	4,10	Speech,Violin_fiddle	audio
CEtiON3_5yA_530_540	0,3	4,10	Speech,Violin_fiddle	visual
CF7WuVvydVc_0_10	0,1,3,9	1,2,4,10	Clapping,Speech,Speech,Accordion	audio
CF7WuVvydVc_0_10	0	10	Accordion	visual
CFODHCyurtc_140_150	0,0,0,2,6,0	10,10,1,5,9,10	Acoustic_guitar,Accordion,Clapping,Clapping,Clapping,Singing	audio
CFODHCyurtc_140_150	0,0	10,10	Acoustic_guitar,Accordion	visual
CFzJQ6eje0Y_30_40	0,0	10,10	Speech,Motorcycle	audio
CFzJQ6eje0Y_30_40	1,0	10,10	Motorcycle,Dog	visual
CIx729pLHGk_30_40	0,0	10,10	Speech,Dog	audio
CIx729pLHGk_30_40	0	10	Dog	visual
CJ81qB9p4UM_30_40	0,0	10,10	Cheering,Speech	audio
CJ81qB9p4UM_30_40	0,8	5,10	Cheering,Cheering	visual
CKQECxflk-o_220_230	0,0,2	10,1,10	Frying_(food),Speech,Speech	audio
CKQECxflk-o_220_230	0	10	Frying_(food)	visual
CKexU9L_lpE_20_30	0,0	10,6	Helicopter,Speech	audio
CKexU9L_lpE_20_30	0	10	Helicopter	visual
CLQ9jFeb0pQ_13_23	0,1,3	10,2,7	Baby_cry_infant_cry,Speech,Speech	audio
CLQ9jFeb0pQ_13_23	0	6	Baby_cry_infant_cry	visual
CN8vnC7zyhw_220_230	0,7,0	1,9,10	Dog,Dog,Speech	audio
CN8vnC7zyhw_220_230	0	10	Dog	visual
CNZjv4gN_KQ_0_10	0	10	Fire_alarm	audio
CNZjv4gN_KQ_0_10	0	10	Fire_alarm	visual
CNnEqypUvSQ_170_180	0,1,6	10,5,10	Frying_(food),Speech,Speech	audio
CNnEqypUvSQ_170_180	0	4	Frying_(food)	visual
CPEt0PUohIs_50_60	0,7	7,9	Speech,Basketball_bounce	audio
CPEt0PUohIs_50_60	0,7	7,9	Speech,Basketball_bounce	visual
CPOsok1yDeg_90_100	0	10	Helicopter	audio
CPOsok1yDeg_90_100	0	5	Helicopter	visual
CPkbvoDSkqs_40_50	0,0,0	10,10,10	Violin_fiddle,Acoustic_guitar,Speech	audio
CPkbvoDSkqs_40_50	0,0	10,10	Violin_fiddle,Acoustic_guitar	visual
CQ8JIgw2Mo0_30_40	0,4,9	10,5,10	Telephone_bell_ringing,Speech,Speech	audio
CQ8JIgw2Mo0_30_40	0	10	Telephone_bell_ringing	visual
CRmIjKjFl1A_60_70	0,0,9	10,3,10	Acoustic_guitar,Speech,Speech	audio
CRmIjKjFl1A_60_70	1	8	Speech	visual
CSADwKB1Y5E_100_110	0,0,0,0	10,10,10,10	Singing,Violin_fiddle,Banjo,Acoustic_guitar	audio
CSADwKB1Y5E_100_110	2,0,0,1	10,2,10,10	Singing,Violin_fiddle,Banjo,Acoustic_guitar	visual
CSl0919Ec8g_10_20	0,5,7,9,3	3,6,8,10,10	Speech,Speech,Speech,Speech,Acoustic_guitar	audio
CSl0919Ec8g_10_20	0,0,5,7,9	10,3,6,8,10	Acoustic_guitar,Speech,Speech,Speech,Speech	visual
CSuoHEFbWVs_100_110	0	10	Violin_fiddle	audio
CSuoHEFbWVs_100_110	0	10	Violin_fiddle	visual
CTqzJt-Ri34_30_40	2,0	10,10	Singing,Acoustic_guitar	audio
CTqzJt-Ri34_30_40	0	10	Acoustic_guitar	visual
CUJQd9h5WNE_10_20	0	10	Helicopter	audio
CUJQd9h5WNE_10_20	0	10	Helicopter	visual
CUKhEA5uKcA_180_190	0,4,8	2,6,9	Speech,Speech,Speech	audio
CUKhEA5uKcA_180_190	0	10	Motorcycle	visual
CULZ1SLVGss_10_20	0,7,4	5,9,10	Dog,Dog,Speech	audio
CULZ1SLVGss_10_20	0,3,9,8	2,8,10,10	Dog,Dog,Dog,Speech	visual
CUpj8e4vfr0_10_20	0	10	Vacuum_cleaner	audio
CUpj8e4vfr0_10_20	0	10	Vacuum_cleaner	visual
CUrk6x1eDFk_18_28	0,0	10,5	Chicken_rooster,Speech	audio
